The training set: set 5
********************0********************
Current learning rate: 0.01
Epoch: [0][  0/292]	Loss 2.0631 (2.0631)	Accuracy 15.625 (15.625)
Epoch: [2][ 80/292]	Loss 1.6956 (1.7829)	Accuracy 37.500 (24.807)
Epoch: [2][ 90/292]	Loss 1.7584 (1.7831)	Accuracy 21.875 (24.554)
Epoch: [2][100/292]	Loss 1.7645 (1.7811)	Accuracy 21.875 (24.722)
Epoch: [2][110/292]	Loss 1.7215 (1.7823)	Accuracy 25.000 (24.493)
Epoch: [2][120/292]	Loss 1.8170 (1.7836)	Accuracy 18.750 (24.148)
Epoch: [2][130/292]	Loss 1.9387 (1.7841)	Accuracy 12.500 (24.094)
Epoch: [2][140/292]	Loss 1.7895 (1.7834)	Accuracy 25.000 (24.136)
Epoch: [2][150/292]	Loss 1.7815 (1.7846)	Accuracy 21.875 (24.193)
Epoch: [2][160/292]	Loss 1.7108 (1.7834)	Accuracy 25.000 (24.107)
Epoch: [2][170/292]	Loss 1.9605 (1.7828)	Accuracy  6.250 (23.958)
Epoch: [2][180/292]	Loss 1.8242 (1.7823)	Accuracy 25.000 (24.137)
Epoch: [2][190/292]	Loss 1.9201 (1.7838)	Accuracy 18.750 (23.838)
Epoch: [2][200/292]	Loss 1.8249 (1.7820)	Accuracy 15.625 (24.005)
Epoch: [2][210/292]	Loss 1.8929 (1.7807)	Accuracy 12.500 (24.037)
Epoch: [2][220/292]	Loss 1.8571 (1.7819)	Accuracy 15.625 (23.897)
Epoch: [2][230/292]	Loss 1.6478 (1.7826)	Accuracy 31.250 (23.904)
Epoch: [2][240/292]	Loss 1.7781 (1.7824)	Accuracy  6.250 (23.768)
Epoch: [2][250/292]	Loss 1.6578 (1.7808)	Accuracy 31.250 (23.767)
Epoch: [2][260/292]	Loss 1.6912 (1.7811)	Accuracy 31.250 (23.779)
Epoch: [2][270/292]	Loss 1.8220 (1.7814)	Accuracy 21.875 (23.847)
Epoch: [2][280/292]	Loss 1.7846 (1.7815)	Accuracy 25.000 (23.866)
Epoch: [2][290/292]	Loss 1.8869 (1.7821)	Accuracy  6.250 (23.937)
Test: [ 0/73]	Loss 2.1756 (2.1756)	Accuracy  0.000 ( 0.000)
Test: [10/73]	Loss 1.6602 (1.7934)	Accuracy 28.125 (16.477)
Test: [20/73]	Loss 1.6542 (1.7711)	Accuracy 31.250 (20.536)
Test: [30/73]	Loss 1.8072 (1.7557)	Accuracy 18.750 (22.177)
Test: [40/73]	Loss 1.7693 (1.7584)	Accuracy 25.000 (22.256)
Test: [50/73]	Loss 1.7204 (1.7529)	Accuracy 21.875 (22.733)
Test: [60/73]	Loss 1.7587 (1.7538)	Accuracy 37.500 (23.002)
Test: [70/73]	Loss 1.6578 (1.7484)	Accuracy 31.250 (23.636)
Current Accuracy: 23.673
The best accuracy: 25.642122268676758
An epoch time: {:.1f}s92.46418595314026
********************3********************
Current learning rate: 0.01
Epoch: [3][  0/292]	Loss 1.8405 (1.8405)	Accuracy 25.000 (25.000)
Epoch: [3][ 10/292]	Loss 1.7582 (1.7618)	Accuracy 18.750 (25.284)
Epoch: [3][ 20/292]	Loss 1.8852 (1.7771)	Accuracy 18.750 (25.000)
Epoch: [3][ 30/292]	Loss 1.9094 (1.7967)	Accuracy  9.375 (23.387)
Epoch: [3][ 40/292]	Loss 1.8096 (1.7918)	Accuracy 18.750 (23.552)
Epoch: [3][ 50/292]	Loss 1.8083 (1.7920)	Accuracy 15.625 (23.039)
Epoch: [3][ 60/292]	Loss 1.7290 (1.7887)	Accuracy 28.125 (23.207)
Epoch: [3][ 70/292]	Loss 1.6804 (1.7820)	Accuracy 31.250 (23.548)
Epoch: [3][ 80/292]	Loss 1.8312 (1.7806)	Accuracy 28.125 (23.727)
Epoch: [3][ 90/292]	Loss 1.7007 (1.7799)	Accuracy 37.500 (23.798)
Epoch: [3][100/292]	Loss 1.7613 (1.7768)	Accuracy 18.750 (24.041)
Epoch: [3][110/292]	Loss 1.7309 (1.7762)	Accuracy 18.750 (24.099)
Epoch: [3][120/292]	Loss 1.9005 (1.7747)	Accuracy 21.875 (24.044)
Epoch: [3][130/292]	Loss 1.9139 (1.7791)	Accuracy 21.875 (23.974)
Epoch: [3][140/292]	Loss 1.7953 (1.7773)	Accuracy 28.125 (23.958)
Epoch: [3][150/292]	Loss 1.7800 (1.7744)	Accuracy 21.875 (24.234)
Epoch: [3][160/292]	Loss 1.8310 (1.7781)	Accuracy 18.750 (24.030)
Epoch: [3][170/292]	Loss 1.5774 (1.7760)	Accuracy 37.500 (24.232)
Epoch: [3][180/292]	Loss 1.9536 (1.7760)	Accuracy 18.750 (24.448)
Epoch: [3][190/292]	Loss 1.8239 (1.7762)	Accuracy 25.000 (24.476)
Epoch: [3][200/292]	Loss 1.8662 (1.7750)	Accuracy 25.000 (24.518)
Epoch: [3][210/292]	Loss 1.8037 (1.7754)	Accuracy 12.500 (24.289)
Epoch: [3][220/292]	Loss 1.6035 (1.7750)	Accuracy 43.750 (24.392)
Epoch: [3][230/292]	Loss 1.9173 (1.7757)	Accuracy 21.875 (24.256)
Epoch: [3][240/292]	Loss 1.7460 (1.7757)	Accuracy 28.125 (24.300)
Epoch: [3][250/292]	Loss 1.7874 (1.7756)	Accuracy 25.000 (24.228)
Epoch: [3][260/292]	Loss 1.7069 (1.7754)	Accuracy 25.000 (24.162)
Epoch: [3][270/292]	Loss 1.7004 (1.7736)	Accuracy 25.000 (24.227)
Epoch: [3][280/292]	Loss 1.6950 (1.7726)	Accuracy 21.875 (24.288)
Epoch: [3][290/292]	Loss 1.7597 (1.7719)	Accuracy 18.750 (24.388)
Test: [ 0/73]	Loss 2.2796 (2.2796)	Accuracy  0.000 ( 0.000)
Test: [10/73]	Loss 1.7085 (1.8207)	Accuracy 37.500 (21.307)
Test: [20/73]	Loss 1.6722 (1.7972)	Accuracy 28.125 (23.810)
Test: [30/73]	Loss 1.8599 (1.7827)	Accuracy 25.000 (25.101)
Test: [40/73]	Loss 1.7414 (1.7803)	Accuracy 34.375 (25.457)
Test: [50/73]	Loss 1.7642 (1.7726)	Accuracy 15.625 (25.858)
Test: [60/73]	Loss 1.8246 (1.7752)	Accuracy 34.375 (25.717)
Test: [70/73]	Loss 1.7610 (1.7700)	Accuracy 18.750 (25.748)
Current Accuracy: 25.771
The best accuracy: 25.77054786682129
An epoch time: {:.1f}s94.24483919143677
********************4********************
Current learning rate: 0.01
Epoch: [4][  0/292]	Loss 1.6893 (1.6893)	Accuracy 31.250 (31.250)
Epoch: [4][ 10/292]	Loss 1.7839 (1.7690)	Accuracy 21.875 (20.739)
Epoch: [4][ 20/292]	Loss 1.7703 (1.7833)	Accuracy 15.625 (22.470)
Epoch: [4][ 30/292]	Loss 1.9383 (1.7741)	Accuracy 21.875 (24.698)
Epoch: [4][ 40/292]	Loss 1.7774 (1.7689)	Accuracy 31.250 (25.381)
Epoch: [4][ 50/292]	Loss 1.6065 (1.7687)	Accuracy 37.500 (25.613)
Epoch: [4][ 60/292]	Loss 1.8423 (1.7703)	Accuracy 25.000 (25.461)
Epoch: [4][ 70/292]	Loss 1.5608 (1.7637)	Accuracy 34.375 (25.484)
Epoch: [4][ 80/292]	Loss 1.7545 (1.7647)	Accuracy 25.000 (25.694)
Epoch: [4][ 90/292]	Loss 1.8284 (1.7681)	Accuracy 21.875 (25.549)
Epoch: [4][100/292]	Loss 1.7934 (1.7723)	Accuracy  6.250 (25.093)
Epoch: [4][110/292]	Loss 1.7106 (1.7754)	Accuracy 37.500 (25.056)
Epoch: [4][120/292]	Loss 1.7856 (1.7732)	Accuracy 25.000 (25.181)
Epoch: [4][130/292]	Loss 1.8742 (1.7701)	Accuracy 15.625 (25.119)
Epoch: [4][140/292]	Loss 1.6601 (1.7703)	Accuracy 25.000 (24.734)
Epoch: [4][150/292]	Loss 1.7490 (1.7669)	Accuracy 34.375 (24.855)
Epoch: [4][160/292]	Loss 1.7077 (1.7650)	Accuracy 25.000 (24.845)
Epoch: [4][170/292]	Loss 1.8261 (1.7650)	Accuracy 25.000 (24.543)
Epoch: [4][180/292]	Loss 1.7580 (1.7637)	Accuracy 18.750 (24.655)
Epoch: [4][190/292]	Loss 1.8196 (1.7626)	Accuracy 21.875 (24.738)
Epoch: [4][200/292]	Loss 1.7607 (1.7641)	Accuracy 25.000 (24.627)
Epoch: [4][210/292]	Loss 1.8088 (1.7654)	Accuracy 18.750 (24.645)
Epoch: [4][220/292]	Loss 1.6634 (1.7630)	Accuracy 25.000 (24.533)
Epoch: [4][230/292]	Loss 1.8341 (1.7661)	Accuracy 21.875 (24.499)
Epoch: [4][240/292]	Loss 1.6247 (1.7650)	Accuracy 40.625 (24.611)
Epoch: [4][250/292]	Loss 1.7046 (1.7636)	Accuracy 34.375 (24.614)
Epoch: [4][260/292]	Loss 1.8210 (1.7625)	Accuracy 15.625 (24.605)
Epoch: [4][270/292]	Loss 1.6246 (1.7597)	Accuracy 34.375 (24.596)
Epoch: [4][280/292]	Loss 1.6823 (1.7598)	Accuracy 21.875 (24.644)
Epoch: [4][290/292]	Loss 2.0297 (1.7622)	Accuracy 25.000 (24.721)
Test: [ 0/73]	Loss 2.1085 (2.1085)	Accuracy  3.125 ( 3.125)
Test: [10/73]	Loss 1.6212 (1.7181)	Accuracy 43.750 (30.966)
Test: [20/73]	Loss 1.6012 (1.7124)	Accuracy 40.625 (31.548)
Test: [30/73]	Loss 1.7754 (1.7171)	Accuracy 28.125 (31.653)
Test: [40/73]	Loss 1.7201 (1.7162)	Accuracy 31.250 (31.555)
Test: [50/73]	Loss 1.7397 (1.7146)	Accuracy 25.000 (31.189)
Test: [60/73]	Loss 1.6753 (1.7171)	Accuracy 43.750 (31.045)
Test: [70/73]	Loss 1.6602 (1.7133)	Accuracy 37.500 (31.778)
Current Accuracy: 31.764
The best accuracy: 31.76369857788086
An epoch time: {:.1f}s94.68672108650208
********************5********************
Current learning rate: 0.01
Epoch: [5][  0/292]	Loss 1.8085 (1.8085)	Accuracy 28.125 (28.125)
Epoch: [5][ 10/292]	Loss 1.8033 (1.8050)	Accuracy 31.250 (25.852)
Epoch: [5][ 20/292]	Loss 1.7516 (1.7546)	Accuracy 28.125 (27.976)
Epoch: [5][ 30/292]	Loss 1.7106 (1.7664)	Accuracy 25.000 (28.024)
Epoch: [5][ 40/292]	Loss 1.7609 (1.7512)	Accuracy 25.000 (28.659)
Epoch: [5][ 50/292]	Loss 1.7005 (1.7512)	Accuracy 25.000 (28.002)
Epoch: [5][ 60/292]	Loss 1.7013 (1.7483)	Accuracy 28.125 (28.176)
Epoch: [5][ 70/292]	Loss 1.6396 (1.7469)	Accuracy 31.250 (27.905)
Epoch: [5][ 80/292]	Loss 1.8615 (1.7445)	Accuracy 25.000 (27.816)
Epoch: [5][ 90/292]	Loss 1.8778 (1.7423)	Accuracy 15.625 (27.404)
Epoch: [5][100/292]	Loss 1.7479 (1.7431)	Accuracy 21.875 (27.290)
Epoch: [5][110/292]	Loss 1.6829 (1.7407)	Accuracy 31.250 (27.421)
Epoch: [5][120/292]	Loss 1.7304 (1.7426)	Accuracy 31.250 (27.376)
Epoch: [5][130/292]	Loss 1.6660 (1.7439)	Accuracy 25.000 (27.171)
Epoch: [5][140/292]	Loss 1.7281 (1.7434)	Accuracy 28.125 (26.928)
Epoch: [5][150/292]	Loss 1.6465 (1.7409)	Accuracy 40.625 (27.132)
Epoch: [5][160/292]	Loss 1.7933 (1.7387)	Accuracy 21.875 (27.213)
Epoch: [5][170/292]	Loss 1.7794 (1.7391)	Accuracy 34.375 (27.303)
Epoch: [5][180/292]	Loss 1.6132 (1.7378)	Accuracy 28.125 (27.417)
Epoch: [5][190/292]	Loss 1.7479 (1.7369)	Accuracy 21.875 (27.471)
Epoch: [5][200/292]	Loss 1.8780 (1.7366)	Accuracy 31.250 (27.301)
Epoch: [5][210/292]	Loss 1.7734 (1.7369)	Accuracy 28.125 (27.207)
Epoch: [5][220/292]	Loss 1.6156 (1.7364)	Accuracy 34.375 (27.347)
Epoch: [5][230/292]	Loss 1.5651 (1.7334)	Accuracy 34.375 (27.570)
Epoch: [5][240/292]	Loss 1.7984 (1.7334)	Accuracy 21.875 (27.529)
Epoch: [5][250/292]	Loss 1.8191 (1.7333)	Accuracy 18.750 (27.515)
Epoch: [5][260/292]	Loss 1.7524 (1.7339)	Accuracy 21.875 (27.538)
Epoch: [5][270/292]	Loss 1.7791 (1.7342)	Accuracy 18.750 (27.491)
Epoch: [5][280/292]	Loss 1.7840 (1.7329)	Accuracy 18.750 (27.480)
Epoch: [5][290/292]	Loss 1.6591 (1.7317)	Accuracy 25.000 (27.534)
Test: [ 0/73]	Loss 1.9514 (1.9514)	Accuracy  0.000 ( 0.000)
Test: [10/73]	Loss 1.5207 (1.6758)	Accuracy 40.625 (31.250)
Test: [20/73]	Loss 1.5369 (1.6656)	Accuracy 37.500 (32.440)
Test: [30/73]	Loss 1.6564 (1.6571)	Accuracy 28.125 (31.653)
Test: [40/73]	Loss 1.7349 (1.6542)	Accuracy 25.000 (31.784)
Test: [50/73]	Loss 1.5868 (1.6496)	Accuracy 34.375 (31.863)
Test: [60/73]	Loss 1.6749 (1.6536)	Accuracy 43.750 (31.506)
Test: [70/73]	Loss 1.6374 (1.6514)	Accuracy 37.500 (32.130)
Current Accuracy: 32.192
The best accuracy: 32.19178009033203
An epoch time: {:.1f}s93.78488492965698
********************6********************
Current learning rate: 0.01
Epoch: [6][  0/292]	Loss 1.6591 (1.6591)	Accuracy 37.500 (37.500)
Epoch: [6][ 10/292]	Loss 1.4336 (1.7128)	Accuracy 53.125 (30.114)
Epoch: [6][ 20/292]	Loss 1.6235 (1.7102)	Accuracy 34.375 (29.911)
Epoch: [6][ 30/292]	Loss 1.8901 (1.7390)	Accuracy 12.500 (28.226)
Epoch: [6][ 40/292]	Loss 1.6226 (1.7307)	Accuracy 28.125 (27.896)
Epoch: [6][ 50/292]	Loss 1.6158 (1.7210)	Accuracy 28.125 (28.615)
Epoch: [6][ 60/292]	Loss 1.6192 (1.7132)	Accuracy 31.250 (29.201)
Epoch: [6][ 70/292]	Loss 1.6518 (1.7110)	Accuracy 31.250 (29.445)
Epoch: [6][ 80/292]	Loss 1.6069 (1.7119)	Accuracy 43.750 (29.591)
Epoch: [6][ 90/292]	Loss 1.7379 (1.7137)	Accuracy 25.000 (29.327)
Epoch: [6][100/292]	Loss 1.7046 (1.7193)	Accuracy 40.625 (28.991)
Epoch: [6][110/292]	Loss 1.8969 (1.7173)	Accuracy 34.375 (29.336)
Epoch: [6][120/292]	Loss 1.7370 (1.7178)	Accuracy 25.000 (29.416)
Epoch: [6][130/292]	Loss 1.8091 (1.7170)	Accuracy 31.250 (29.246)
Epoch: [6][140/292]	Loss 1.6547 (1.7188)	Accuracy 28.125 (28.923)
Epoch: [6][150/292]	Loss 1.6607 (1.7151)	Accuracy 25.000 (28.849)
Epoch: [6][160/292]	Loss 1.9310 (1.7183)	Accuracy 21.875 (28.591)
Epoch: [6][170/292]	Loss 1.7669 (1.7157)	Accuracy 34.375 (28.692)
Epoch: [6][180/292]	Loss 1.6210 (1.7157)	Accuracy 31.250 (28.695)
Epoch: [6][190/292]	Loss 1.6818 (1.7145)	Accuracy 31.250 (28.616)
Epoch: [6][200/292]	Loss 1.7232 (1.7150)	Accuracy 28.125 (28.809)
Epoch: [6][210/292]	Loss 1.8018 (1.7146)	Accuracy 21.875 (28.777)
Epoch: [6][220/292]	Loss 1.8471 (1.7129)	Accuracy 25.000 (28.860)
Epoch: [6][230/292]	Loss 1.8325 (1.7120)	Accuracy 18.750 (28.856)
Epoch: [6][240/292]	Loss 1.6701 (1.7102)	Accuracy 15.625 (28.851)
Epoch: [6][250/292]	Loss 1.6990 (1.7111)	Accuracy 25.000 (28.698)
Epoch: [6][260/292]	Loss 1.6975 (1.7090)	Accuracy 34.375 (28.748)
Epoch: [6][270/292]	Loss 1.6348 (1.7073)	Accuracy 37.500 (28.955)
Epoch: [6][280/292]	Loss 1.7589 (1.7040)	Accuracy 25.000 (29.159)
Epoch: [6][290/292]	Loss 1.5913 (1.7036)	Accuracy 40.625 (29.274)
Test: [ 0/73]	Loss 1.8398 (1.8398)	Accuracy  9.375 ( 9.375)
Test: [10/73]	Loss 1.4136 (1.5491)	Accuracy 46.875 (36.932)
Test: [20/73]	Loss 1.4460 (1.5498)	Accuracy 40.625 (36.756)
Test: [30/73]	Loss 1.5756 (1.5628)	Accuracy 31.250 (35.786)
Test: [40/73]	Loss 1.7081 (1.5647)	Accuracy 25.000 (35.976)
Test: [50/73]	Loss 1.4453 (1.5603)	Accuracy 59.375 (36.336)
Test: [60/73]	Loss 1.5573 (1.5660)	Accuracy 40.625 (35.912)
Test: [70/73]	Loss 1.6651 (1.5732)	Accuracy 28.125 (35.475)
Current Accuracy: 35.616
The best accuracy: 35.61643981933594
An epoch time: {:.1f}s92.99747252464294
********************7********************
Current learning rate: 0.01
Epoch: [7][  0/292]	Loss 1.5819 (1.5819)	Accuracy 28.125 (28.125)
Epoch: [7][ 10/292]	Loss 1.7390 (1.7102)	Accuracy 34.375 (29.830)
Epoch: [7][ 20/292]	Loss 1.5797 (1.6780)	Accuracy 34.375 (31.548)
Epoch: [7][ 30/292]	Loss 1.6914 (1.6871)	Accuracy 28.125 (31.048)
Epoch: [7][ 40/292]	Loss 1.6406 (1.6880)	Accuracy 28.125 (30.030)
Epoch: [7][ 50/292]	Loss 1.6913 (1.6840)	Accuracy 25.000 (29.657)
Epoch: [7][ 60/292]	Loss 1.7884 (1.6932)	Accuracy 21.875 (29.406)
Epoch: [7][ 70/292]	Loss 1.7980 (1.6939)	Accuracy 21.875 (29.005)
Epoch: [7][ 80/292]	Loss 1.6340 (1.6946)	Accuracy 37.500 (28.742)
Epoch: [7][ 90/292]	Loss 1.7284 (1.6905)	Accuracy 28.125 (29.155)
Epoch: [7][100/292]	Loss 1.5533 (1.6868)	Accuracy 37.500 (29.950)
Epoch: [7][110/292]	Loss 1.6570 (1.6833)	Accuracy 25.000 (30.039)
Epoch: [7][120/292]	Loss 1.5595 (1.6831)	Accuracy 37.500 (30.114)
Epoch: [7][130/292]	Loss 1.9087 (1.6828)	Accuracy 15.625 (29.866)
Epoch: [7][140/292]	Loss 1.6282 (1.6809)	Accuracy 37.500 (29.898)
Epoch: [7][150/292]	Loss 1.6429 (1.6748)	Accuracy 37.500 (30.484)
Epoch: [7][160/292]	Loss 1.5792 (1.6723)	Accuracy 34.375 (30.512)
Epoch: [7][170/292]	Loss 1.7027 (1.6738)	Accuracy 28.125 (30.537)
Epoch: [7][180/292]	Loss 1.6763 (1.6718)	Accuracy 28.125 (30.594)
Epoch: [7][190/292]	Loss 1.6775 (1.6707)	Accuracy 31.250 (30.612)
Epoch: [7][200/292]	Loss 1.6392 (1.6727)	Accuracy 37.500 (30.566)
Epoch: [7][210/292]	Loss 1.4571 (1.6695)	Accuracy 46.875 (30.895)
Epoch: [7][220/292]	Loss 1.5606 (1.6693)	Accuracy 50.000 (30.995)
Epoch: [7][230/292]	Loss 1.6040 (1.6682)	Accuracy 31.250 (30.939)
Epoch: [7][240/292]	Loss 1.6621 (1.6701)	Accuracy 34.375 (30.887)
Epoch: [7][250/292]	Loss 1.6824 (1.6697)	Accuracy 34.375 (30.926)
Epoch: [7][260/292]	Loss 1.7591 (1.6698)	Accuracy 31.250 (30.987)
Epoch: [7][270/292]	Loss 1.7826 (1.6697)	Accuracy 31.250 (31.089)
Epoch: [7][280/292]	Loss 1.5420 (1.6689)	Accuracy 37.500 (31.094)
Epoch: [7][290/292]	Loss 1.6257 (1.6679)	Accuracy 37.500 (31.175)
Test: [ 0/73]	Loss 2.2927 (2.2927)	Accuracy 12.500 (12.500)
Test: [10/73]	Loss 1.3509 (1.3840)	Accuracy 37.500 (45.455)
Test: [20/73]	Loss 1.4500 (1.4643)	Accuracy 40.625 (42.560)
